id,date,species,sex,wing,mass
ak8EAl3s5c-yZWP2BM,2019-05-17,American Robin,M,125,66.7
mDE01m0F22-kEO9ax6,2019-05-15,Gray Catbird,F,91,35.6
dF8Auym02R-m9asYJ2,2019-05-23,Northern Cardinal,M,96,42.3
t3X0T0tIY3-yZWP2BM,2019-05-17,American Robin,M,121,60.9
a7R939428X-lDuNz2x,2019-05-21,American Robin,F,126,78.7
rGs68urc5x-x5ViOpH,2019-05-30,Carolina Wren,F,56,18.5
j6oVB8bwkJ-lDuNz2x,2019-05-21,American Robin,F,127,76.1
mto77x4T98-m9asYJ2,2019-05-23,Northern Cardinal,F,92,43.9
y81g34HIs5-a1z6g85,2019-05-22,Northern Cardinal,M,91,42.4
vBD39K92Gx-kEO9ax6,2019-05-15,Northern Cardinal,M,98,35.1
jf3UNQ7D9d-a14FN64,2019-05-29,American Robin,M,122,77.6
cR72U5k17L-a14FN64,2019-05-29,Gray Catbird,F,89,37.5
mp1A44m5E6-m9asYJ2,2019-05-23,Northern Cardinal,M,93,39.6
a447UC257K-lDuNz2x,2019-05-21,Northern Cardinal,M,97,48.5
sH3N83IuEf-xzQp7bT,2019-06-03,House Wren,M,49,10.4
sR6fZm5wYv-xzQp7bT,2019-06-03,Northern Cardinal,F,91,40.8
igs77pMrj5-jh8UMWr,2019-06-03,Gray Catbird,M,90,40.2
rEhl40s3Da-lrYtKOp,2019-06-01,Gray Catbird,F,86,40.7
ocC54PNSyQ-c354oEF,2019-06-14,Gray Catbird,M,89,34.8
z1EGr5e0QO-fF0Z14x,2019-06-04,Gray Catbird,F,90,38.1
lQ99F2YnIR-ti99Jcx,2019-06-01,House Wren,M,54,11
a7vn6530Am-jh8UMWr,2019-06-03,Song Sparrow,M,66,22.2
oNs5RHj37w-lrYtKOp,2019-06-01,American Robin,M,126,68.4
g43h8W3x1Q-pNPhYvG,2019-06-05,Northern Cardinal,M,91,43.4
xsK9MQXbg3-eMP1gr0,2019-06-12,House Wren,F,49,10.7
x7s2Hagtm3-xzQp7bT,2019-06-03,House Wren,M,49,11.6
tdKBa54Qpl-xzQp7bT,2019-06-03,House Wren,F,46,11.5
u6DPRY1p72-ti99Jcx,2019-06-01,Song Sparrow,M,65,22.1
dA1T59V3Hw-fF0Z14x,2019-06-04,Northern Cardinal,F,90,46
lTKoa42JA6-c354oEF,2019-06-14,Northern Cardinal,F,94,48.5
lE030dN26m-wx6Fg5j,2019-06-05,House Wren,M,49,10.7
s52zIW201r-xzQp7bT,2019-06-03,Carolina Wren,M,57,20.5
fG5u4xso7Y-wx6Fg5j,2019-06-05,Gray Catbird,M,87,34.1
bzb9A71BPk-pNPhYvG,2019-06-05,Song Sparrow,M,64,20.5
gYDuEH3826-sK8y2Dn,2019-06-06,American Robin,M,125,77.6
dZyhe0766w-ti99Jcx,2019-06-01,Northern Cardinal,F,90,37.2
nHj86U823S-lrYtKOp,2019-06-01,Gray Catbird,M,86,35.4
q2642Q793k-lrYtKOp,2019-06-01,Gray Catbird,F,85,39.9
i1mJUzyTgI-jh8UMWr,2019-06-03,American Robin,M,124,71.2
zkbWBTZ8IS-eMP1gr0,2019-06-12,House Wren,M,47,10.2
eLwp1g6q9v-sK8y2Dn,2019-06-06,American Robin,F,118,91.7
pOGTU34K0b-jh8UMWr,2019-06-03,American Robin,M,126,70.6
fjEVBhXe98-c354oEF,2019-06-14,Northern Cardinal,F,89,41.4
k4C048B5aI-ti99Jcx,2019-06-01,Carolina Chickadee,M,59,9.1
mh7Z3736i6-lrYtKOp,2019-06-01,House Wren,F,49,12.3
w09zOKSFV9-wx6Fg5j,2019-06-05,House Wren,M,48,10.3
uqKRe0AzM5-fF0Z14x,2019-06-04,Northern Cardinal,M,92,43.5
h0dCRHui7y-eMP1gr0,2019-06-12,Carolina Wren,F,57,20.9
rl3Q0iGd9c-xzQp7bT,2019-06-03,Northern Cardinal,M,94,41.3
rTl0dV8239-ti99Jcx,2019-06-01,House Wren,F,42,10.8
eB8m6Hloy9-c354oEF,2019-06-14,Carolina Wren,F,57,17.3
a3EDUJG4T1-ti99Jcx,2019-06-01,House Wren,M,53,10.7
pH7s2UJk1x-eMP1gr0,2019-06-12,Gray Catbird,M,89,36.2
j54im6zB12-c354oEF,2019-06-14,Northern Cardinal,M,93,41.8
juRwcbh2l6-zkaRf1I,2019-06-19,Gray Catbird,M,84,32.4
v0se5a2cPb-z8TkCx7,2019-06-19,Carolina Chickadee,F,61,9
yT5HZ4BdEN-ngsw19L,2019-06-21,Gray Catbird,M,89,35.2
am8tGl40yr-c354oEF,2019-06-14,Northern Cardinal,M,92,41.9
jhik2rf4Yg-wvDsd6t,2019-07-01,Song Sparrow,F,65,19.8
v3D81lt275-c354oEF,2019-06-14,Northern Cardinal,M,91,41.4
gz5Z48Wo3e-c354oEF,2019-06-14,Gray Catbird,F,89,37.3
yTEPtrB0I6-z8TkCx7,2019-06-19,House Wren,M,51,10.7
sBYrEISmZq-ngsw19L,2019-06-21,Song Sparrow,M,66,20.7
b98U1KzrbE-zkaRf1I,2019-06-19,Gray Catbird,M,87,33.8
hzvZeQ76wU-wvDsd6t,2019-07-01,Northern Cardinal,M,93,42.3
qXi50M245E-q4K77Y9,2019-06-18,Carolina Wren,M,59,20.8
eabtM1i729-s5AaL32,2019-06-24,Carolina Chickadee,F,58,9.5
db91jmqB23-tXa9y71,2019-06-24,Song Sparrow,M,65,19.5
cO69aGTqlo-wvDsd6t,2019-07-01,Gray Catbird,F,89,42
nJU99B327u-q4K77Y9,2019-06-18,Northern Cardinal,M,94,42.3
eM1o7V02s2-p384Pd8,2020-06-02,Gray Catbird,M,95,35.9
x7W23nd637-tinDsm1,2020-07-01,Northern Cardinal,F,89,38.6
w57M5Q1R41-p384Pd8,2020-06-02,Gray Catbird,F,89.5,40.4
n59RhECzSa-i7YWRy6,2020-06-03,American Robin,F,134,77.2
stF2A74Ow0-h5I2mK4,2020-06-25,Gray Catbird,F,89,38.7
vklKazT13H-p384Pd8,2020-06-02,American Robin,F,121,78.8
rILb3HyT3w-tinDsm1,2020-07-01,Northern Cardinal,F,88,36.6
qB1X685FCN-z4FG79o,2020-06-08,House Wren,M,49,10.3
a6JTP2Cs9V-p384Pd8,2020-06-02,Northern Cardinal,M,96,41.1
zwNP1apIdG-p384Pd8,2020-06-02,Gray Catbird,F,91,35.4
e0EU1wO73D-u2wnuOJ,2020-06-29,Northern Cardinal,F,85,30.9
n6peS61oVP-h5I2mK4,2020-06-25,Gray Catbird,M,90,36.8
xAv3t2lJKR-w45x55Z,2020-07-02,Carolina Chickadee,F,62,9.6
m11xlsitzO-u2wnuOJ,2020-06-29,Carolina Chickadee,M,60,10.2
kD6B07h9gO-w45x55Z,2020-07-02,Song Sparrow,M,65,21.9
o504W9f13C-h5I2mK4,2020-06-25,Gray Catbird,M,89,35.2
oNr7i8qUB0-gxz429H,2020-06-27,Carolina Chickadee,F,59,8.9
k2zH07O4io-h5I2mK4,2020-06-25,Northern Cardinal,M,90,47.9
p630by6EJ0-h5I2mK4,2020-06-25,Northern Cardinal,M,92,42.7
eAc52vC7T0-w45x55Z,2020-07-02,Carolina Wren,F,59,20.6
fBX79Vkts9-gxz429H,2020-06-27,Gray Catbird,M,86,34.6
jR4a3bVU2m-naW97p3,2020-06-01,Carolina Wren,M,58,20.4
l3rjoc3BJC-hE5Gfme,2020-07-14,House Wren,M,50,11.7
j0G788T94D-qNF77ns,2020-06-13,Carolina Wren,M,60,20.6
uqden4G2KA-w08r61n,2020-06-05,Gray Catbird,F,95,37
a2OB2tMQw0-w9W5EO2,2020-06-24,Northern Cardinal,M,91,50.4
si39G7d4JU-kBX1hTZ,2020-06-09,American Robin,F,123,80.1
rJ9mpSR1tl-l4H25sv,2020-06-12,Northern Cardinal,F,91,43.8
uMOXVim5uy-qNF77ns,2020-06-13,Gray Catbird,M,89,34.3
wX7YMi2y10-naW97p3,2020-06-01,Song Sparrow,M,66,19.5
b5N7Yrp1CA-naW97p3,2020-06-01,Northern Cardinal,M,95.5,40.5
iBg2R4G5XO-q6vCxXY,2020-06-15,American Robin,M,127,70.1
bA8a4mBI76-j3nahrt,2020-06-06,Carolina Wren,M,59,22
byM58B4rq1-q6vCxXY,2020-06-15,Gray Catbird,M,91,34.2
cF8jd8r97i-gXocM43,2020-06-20,American Robin,F,127,83.4
vnU8CTJtXh-w9W5EO2,2020-06-24,Northern Cardinal,M,93,44.3
jQby3Ztm6G-tK008nZ,2020-07-15,Gray Catbird,M,89,37.6
yI30Rp93xj-naW97p3,2020-06-01,Gray Catbird,M,95,33.1
n4A74m6SBn-qNF77ns,2020-06-13,Song Sparrow,M,67,21.8
uWqTDeFzxt-j3nahrt,2020-06-06,Song Sparrow,M,65,21.5
aX0KRfU4T0-j3nahrt,2020-06-06,Gray Catbird,M,92,36.6
n805hT3QA3-hE5Gfme,2020-07-14,Northern Cardinal,F,86,44.2
nD4vS085qu-mN1Yr6w,2020-07-23,Song Sparrow,M,68,19.8
a39qD9Bb4d-k66BI8r,2020-06-10,Gray Catbird,F,90,32
eM92L0GA07-gWG3Ll3,2020-07-29,Carolina Wren,F,58,18
ha93yGk263-naW97p3,2020-06-01,Northern Cardinal,F,90,46.4
tDaxYPO51u-e4BRIwV,2020-06-04,House Wren,F,47,12
wQV3p274Rl-nuF1T31,2013-06-08,American Robin,M,128,73.7
jgL2T05Rc5-nuF1T31,2013-06-08,American Robin,F,126,81.9
w10C8Gfs3g-ys7Sf15,2013-06-30,American Robin,M,131,76
q1A49JyNF3-pGvLZYC,2021-05-20,House Wren,M,48,10.9
vMpf7g5jm8-pGvLZYC,2021-05-20,Gray Catbird,F,89,37.5
kfVgWSLw5N-pGvLZYC,2021-05-20,Song Sparrow,M,62,21
tK96E5litp-q0fh6K9,2021-05-25,Carolina Chickadee,F,62,10.1
svQDhUM584-q0fh6K9,2021-05-25,Northern Cardinal,F,90,44.2
oO8CfdDq3z-q0fh6K9,2021-05-25,Northern Cardinal,F,90,39.6
d1xT7XlRDz-q0fh6K9,2021-05-25,Northern Cardinal,M,91,44
d69vhkK2I0-sDy7xH9,2021-05-24,Northern Cardinal,F,92,43.1
omX6863tA7-sDy7xH9,2021-05-24,Gray Catbird,F,88,36.5
f75pawbQ0I-sDy7xH9,2021-05-24,Northern Cardinal,F,92,44
y362m74U03-sDy7xH9,2021-05-24,Gray Catbird,M,89,37.1
tA66bsTr98-sDy7xH9,2021-05-24,Carolina Chickadee,F,60,9
qB0IrvFjLZ-sDy7xH9,2021-05-24,Song Sparrow,M,65,20.3
ya5ZoUuDsG-vZ4y7GA,2021-05-22,Northern Cardinal,M,91,42.6
cL579Y09GB-vZ4y7GA,2021-05-22,American Robin,F,122,85.2
d956r0M339-vZ4y7GA,2021-05-22,House Wren,M,52,10.8
fcahDR945n-vZ4y7GA,2021-05-22,Gray Catbird,M,89,37.2
pHG8h8OkW9-iV4018K,2021-05-27,Song Sparrow,M,64,21.3
o8WOrY483b-hsqzU1d,2021-05-21,Carolina Chickadee,M,62,10.1
y6Gs7ShkwK-mN9FXn5,2021-05-26,House Wren,M,49,10.9
a912a1Ng0o-mN9FXn5,2021-05-26,Gray Catbird,M,88,34.7
xBZ08hEGp7-mN9FXn5,2021-05-26,House Wren,F,49,10.8
o9oD0Z7AtU-zsYUi79,2021-05-31,Carolina Wren,M,59,21.4
dWRt53mkUa-zsYUi79,2021-05-31,Gray Catbird,M,90,35.7
zjp17MO948-zsYUi79,2021-05-31,Song Sparrow,M,66,21.1
t73eAgW2BO-c8BEf2K,2021-06-02,Northern Cardinal,F,91,42.3
yh9458ub2t-c8BEf2K,2021-06-02,House Wren,M,46,9.8
t9H3y1ceE4-c8BEf2K,2021-06-02,Gray Catbird,M,89,36.1
z5cXTr93DF-c8BEf2K,2021-06-02,American Robin,F,123,74.7
k0y21488gd-c9D3skZ,2021-06-01,American Robin,F,126,79.2
ltZMRI5qYC-c9D3skZ,2021-06-01,Gray Catbird,M,91,33.9
zTjH5t8DwE-c9D3skZ,2021-06-01,Gray Catbird,M,90,36.3
m6EqO58WfZ-c9D3skZ,2021-06-01,Gray Catbird,M,92,37
huUYy80b3j-c9D3skZ,2021-06-01,Gray Catbird,F,89,36.8
eIyRv4jxS1-c9D3skZ,2021-06-01,Song Sparrow,M,66,21.3
olz3Bpd7WC-o3dBifT,2021-06-04,American Robin,M,127,77.2
lAa1Shl944-o3dBifT,2021-06-04,Gray Catbird,M,87,36.1
kaGDO64m3Y-o3dBifT,2021-06-04,American Robin,M,123,73.4
eB72wcLsxP-o83uq81,2021-06-07,Northern Cardinal,M,92,40.8
wA9302u2xr-s5xL34Y,2021-06-10,American Robin,F,124,79.5
o6U8t94FYR-g9XPGN1,2021-06-09,Carolina Wren,M,60,9.7
r65CIJ4N2B-g9XPGN1,2021-06-09,Carolina Wren,F,60,10
nCZfD4b38H-g9XPGN1,2021-06-09,Northern Cardinal,M,91,42.3
jD096F1OiJ-g88QV3B,2021-06-14,House Wren,M,50,10.9
kYV1HjkIQ7-g88QV3B,2021-06-14,House Wren,M,50,10.9
cjKcZgG813-g88QV3B,2021-06-14,Song Sparrow,M,78,20.1
t3T4P0nZW6-g88QV3B,2021-06-14,Gray Catbird,F,86,39.3
c24cdKWLnz-vgbSex2,2021-06-15,Carolina Chickadee,F,60,9.9
yF0Kgo24AM-vgbSex2,2021-06-15,Northern Cardinal,F,93,41.4
cb6l1tS5D7-oQfx7bo,2021-06-16,Song Sparrow,M,66,21.6
mJc5n57GCY-oQfx7bo,2021-06-16,American Robin,M,127,72.3
zzbIUVr5yk-w478Zr6,2021-06-22,House Wren,M,51,10.2
fd4Wm1x250-w478Zr6,2021-06-22,Northern Cardinal,F,93,39.9
u134mYSajc-w478Zr6,2021-06-22,American Robin,M,128,76.3
s97h96P5R4-ePDKgzn,2021-06-17,Carolina Wren,M,60,21.6
iUO00ju5Fy-ePDKgzn,2021-06-17,Carolina Chickadee,F,61,9.3
rgG9x8wBDX-ePDKgzn,2021-06-17,House Wren,M,51,10.2
wOBr293v6Z-n0V2Szt,2021-06-21,Northern Cardinal,M,91,40.8
o9lFItQu0J-cM7DjVO,2021-06-18,American Robin,M,127,71.9
gu8BO45UDG-cM7DjVO,2021-06-18,House Wren,M,50,10.6
wdub9E74FY-cM7DjVO,2021-06-18,Gray Catbird,M,89,34.5
aceb90682r-cM7DjVO,2021-06-18,American Robin,F,125,96
a95Mh4pF18-cM7DjVO,2021-06-18,Carolina Wren,M,59,21.6
gr9qwEmUv0-tV5LY37,2021-06-23,House Wren,M,51,11.2
kNP63a31F5-tV5LY37,2021-06-23,Carolina Chickadee,F,60,9.1
br860mt9qP-e82HdTC,2021-07-06,Northern Cardinal,F,92,43
g02lwyP3rh-e82HdTC,2021-07-06,Carolina Wren,F,59,20
t88fSehv53-nlPA5FK,2021-07-01,Northern Cardinal,F,92,41.7
w031PIWbKN-nlPA5FK,2021-07-01,Gray Catbird,F,90,36.1
dTt96Wa7wB-nlPA5FK,2021-07-01,Gray Catbird,M,88,35.8
tQMkP94o1Z-nlPA5FK,2021-07-01,House Wren,F,51,9.9
acwjzQrW6L-nlPA5FK,2021-07-01,House Wren,M,50,9.8
wj9s727q4P-gp5Xt8z,2021-06-25,Gray Catbird,F,88,39.8
e1mp3IOt85-gp5Xt8z,2021-06-25,Gray Catbird,M,89,33.6
u8ixf17MPI-gp5Xt8z,2021-06-25,Gray Catbird,M,88,37.1
n70QAfwv3n-fUD82H2,2021-06-29,Gray Catbird,M,88,38
m473SCu3B1-fUD82H2,2021-06-29,Gray Catbird,F,87,36.6
dtHSyT6sv5-fUD82H2,2021-06-29,Gray Catbird,F,90,36.9
