id	modified	bibliographicCitation	references	institutionCode	collectionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	otherCatalogNumbers	associatedReferences	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	waterBody	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	identifiedBy	dateIdentified	typeStatus	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3515	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3515	CNP-P-3515														1978	9	7			Argentina							179		-51.516666	-63.400002						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3516	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3516	CNP-P-3516														1978	9	5			Argentina							140		-49.466667	-63.516666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3517	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3517	CNP-P-3517														1978	9	6			Argentina							51		-51.533333	-68.449997						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3518	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3518	CNP-P-3518														1969	12	19			Argentina							96		-53.633335	-66.216667						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3519	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3519	CNP-P-3519														1969	12	19			Argentina							95		-54.216667	-65.51667						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3520	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3520	CNP-P-3520														1969	12	27			Argentina							100		-48.099998	-65.033333						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3521	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3521	CNP-P-3521														1969	12	28			Argentina							100		-45.75	-62.866665						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3522	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3522	CNP-P-3522														1970	1	8			Argentina							94		-45.25	-65.083336						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3523	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3523	CNP-P-3523														1970	1	8			Argentina							88		-45.400002	-66.900002						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3524	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3524	CNP-P-3524														1970	1	8			Argentina							93		-46	-67.099998						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3526	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3526	CNP-P-3526														1970	1	9			Argentina							63		-47.833332	-65.300003						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3527	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3527	CNP-P-3527														1970	1	10			Argentina							142		-48	-62						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3528	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3528	CNP-P-3528														1970	1	14			Argentina							150		-50	-62.983334						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3529	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3529	CNP-P-3529														1970	1	15			Argentina							31		-50.216667	-68.066666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3530	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3530	CNP-P-3530														1970	1	16			Argentina							37		-51.816666	-68.633331						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3531	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3531	CNP-P-3531														1970	1	16			Argentina							75		-52.116665	-68.066666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3532	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3532	CNP-P-3532														1970	1	16			Argentina							39		-53.049999	-67.900002						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3533	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3533	CNP-P-3533														1970	1	17			Argentina							42		-53.716667	-67.51667						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3534	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3534	CNP-P-3534														1970	1	17			Argentina							44		-5.5833335	-6.6500001						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3535	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3535	CNP-P-3535														1970	1	17			Argentina							29		-53.183334	-67.900002						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3536	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3536	CNP-P-3536														1970	1	19			Argentina							145		-47.066666	-61.783333						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3537	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3537	CNP-P-3537														1970	1	20			Argentina							114		-45.983334	-61.933334						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3538	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3538	CNP-P-3538														1970	1	20			Argentina							100		-46	-62.783333						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3539	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3539	CNP-P-3539														1970	1	21			Argentina							109		-45.033333	-61.633335						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3540	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3540	CNP-P-3540														1970	1	22			Argentina							109		-43.766666	-60.549999						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3541	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3541	CNP-P-3541														1983	2	2			Argentina							92		-45.016666	-64.183334						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3542	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3542	CNP-P-3542														1983	2	2			Argentina							78		-45.150002	-64.800003						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3543	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3543	CNP-P-3543														1983	2	3			Argentina							100		-46.116665	-66.033333						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3544	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3544	CNP-P-3544														1983	2	3			Argentina							89		-46	-65.550003						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3545	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3545	CNP-P-3545														1983	2	3			Argentina									-46.383335	-64.73333						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3546	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3546	CNP-P-3546														1983	2	4			Argentina							108		-46.733334	-63.683334						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3547	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3547	CNP-P-3547														1983	2	4			Argentina							109		-46.666668	-63.166668						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3548	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3548	CNP-P-3548														1983	2	4			Argentina							116		-46.599998	-62.166668						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3549	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3549	CNP-P-3549														1983	2	5			Argentina							109		-46.183334	-63.75						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3550	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3550	CNP-P-3550														1983	2	5			Argentina							96		-45.700001	-63.183334						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3551	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3551	CNP-P-3551														1983	2	5			Argentina							101		-45.783333	-63.183334						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3552	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3552	CNP-P-3552														1983	2	5			Argentina							101		-45.783333	-63.183334						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3553	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3553	CNP-P-3553														1983	2	6			Argentina							103		-45.483334	-61.849998						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3554	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3554	CNP-P-3554														1983	2	6			Argentina							111		-45.483334	-61.216667						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3555	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3555	CNP-P-3555														1983	2	6			Argentina							117		-45.483334	-60.266666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3556	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3556	CNP-P-3556														1983	2	6			Argentina							154		-45.083332	-60.016666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3557	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3557	CNP-P-3557														1983	2	7			Argentina							106		-44.783333	-61.583332						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3558	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3558	CNP-P-3558														1983	2	7			Argentina							106		-44.716667	-61.099998						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3559	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3559	CNP-P-3559														1983	2	7			Argentina							115		-44.716667	-60.516666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3560	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3560	CNP-P-3560														1983	2	7			Argentina							112		-44.566666	-60.099998						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3561	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3561	CNP-P-3561														1983	2	8			Argentina							105		-43.966667	-61.016666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3562	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3562	CNP-P-3562														1983	2	8			Argentina							111		-43.549999	-59.816666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3563	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3563	CNP-P-3563														1983	2	8			Argentina							111		-43.549999	-59.816666						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3564	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3564	CNP-P-3564														1983	2	10			Argentina							86		-41.966667	-59.966667						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3565	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3565	CNP-P-3565														1983	6	23			Argentina							116		-36.716667	-54.25						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3566	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3566	CNP-P-3566														1983	6	23			Argentina							104		-36.916668	-54.549999						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3567	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3567	CNP-P-3567														1983	6	24			Argentina							119		-37.700001	-54.849998						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3568	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3568	CNP-P-3568														1983	6	27			Argentina							100		-40.733334	-56.049999						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3569	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3569	CNP-P-3569														1983	6	29			Argentina							85		-41.366665	-58.033333						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3570	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3570	CNP-P-3570														1983	6	29			Argentina							215		-41.283333	-57.283333						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3571	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3571	CNP-P-3571														1983	6	29			Argentina							96		-41.666668	-58.049999						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3572	2017-03-31T17:00:00			CENPAT-CONICET	CNP-PECES	HumanObservation		urn:catalog:CENPAT-CONICET:CNP-PECES:CNP-P-3572	CNP-P-3572														1978	4	14			Argentina							87		-37.983334	-55.966667						urn:lsid:marinespecies.org:taxname:282684	Schroederichthys bivius	Animalia	Chordata	Elasmobranchii	Carcharhiniformes	Scyliorhinidae	Schroederichthys		bivius		(Smith, 1837)
